id,document,label
9976970,아 더빙 진짜 짜증 나네요 목소리,0
3819312,흠포스터보고 초등학생영화 줄 오버 연기조차 가볍지 않구나,1
10265843,너무재밓었다그래서보는것을추천한다,0
9045019,교도소 이야기구먼 솔직히 재미는 없다 평점 조정,0
6483659,사이먼 페그의 익살스러운 연기가 돋보였던 영화 스파이더맨에서 늙어 보이기만 했던 커스틴 던스트가 너무나도 이뻐 보였다,1
5403919,막 걸음마 뗀 세부터 초등학교 학년생인 살용 영화ㅋㅋㅋ 별 반 개도 아까움,0
7797314,원작의 긴장감을 제대로 살려내지 못했다,0
9443947,별 반 개도 아깝다 욕 나온다 이응경 길용우 연기생활이 몇 년인지 정말 발로해도 그것보단 낫겠다 납치 감금만 반복 반복이 드라마는 가족도 없다 연기 못하는 사람만 모였네,0
7156791,액션이 없는데도 재미있는 몇 안 되는 영화,1
5912145,왜 이렇게 평점이 낮은 건데 꽤 볼만한데 할리우드식 화려함에만 너무 길들여져 있나,1
9008700,그냥 인피니트가 최고다 진짜 최고다,1
10217543,볼 때마다 눈물 나서 죽겠다 연대의 향수 자극 허진호는 감성 절제 멜로의 달인이다,1
5957425,울면서 손들고 횡단보도 건널 때 뛰쳐나올 뻔 이범수 연기 더럽게 못해,0
8628627,담백하고 깔끔해서 좋다 신문기사로만 보다 보면 자꾸 잊어버린다 그들도 사람이었다는 것을,1
9864035,취향은 존중한다지만 진짜 내 생에 극장에서 본 영화 중 가장 나 잼 노 감독임 스토리도 억지고 감동도 억지,0
6852435,ㄱ냥 매번 긴장되고 재밌음ᅲᅲ,1
9143163,참 사람들 웃긴 게 바스코가 이기면 락스 코라고 까고 바비가 이기면 아이돌이라고 깐 다 그냥 까고 싶어서 안달 난 것처럼 보인다,1
4891476,굿바이 레닌 표절인 것은 이해하는데 왜 뒤로 갈수록 재미 없어지냐,0
7465483,이건 정말 깨알 캐스팅과 질퍽하지 않은 산뜻한 내용 구성이 잘 버무려진 깨알 일드,1
3989148,약탈자를 위한 변명이라 저놈들은 착한 놈들 절대 아닌걸요,1
4581211,나름 심오한 뜻도 있는 듯 그냥 학생이 선생과 놀아나는 영화는 절대 아님,1
2718894,보면서 웃지 않는 건 불가능하다,1
9705777,재미없다 지루하고 같은 음식 영화인데도 바베트의 만찬하고 너무 차이 남 바베트의 만찬은 이야기도 있고 음식 보는 재미도 있는데 이건 볼 게 없다 음식도 별로 안 나오고 핀란드 풍경이라도 구경할래는 데 그것도 별로 안 나옴 ㅡㅡ,0
471131,절대 평범한 영화가 아닌 수작이라는 걸 말씀드립니다,1
8480268,주제는 좋은데 중반부터 지루하다,0
4254115,다 잘랐을 거야 그래서 납득할 수 없었던 거야 그럴 거야 꼭 그랬던걸 꺼야,0
7295746,고추를 털어버려야 할 텐데,1
5457633,카밀라 벨 발연기,0
6091784,재밋는뎅,1
8322926,센스 있는 연출력 탁월한 캐스팅 연대의 향수 그래서 점,1
6331922,엄포스의 위력을 다시 한번 깨닫게 해준 적남 꽃검사님도 연기 정말 좋았어요 완전 명품 드라마,1
9005897,졸 쓰레기 진부하고 말도 안 됨ᄏᄏ 안 시간 아까워,0
164908,재밌는데 별점이 왜 이리 낮은고,1
9671124,라도 기대했던 내가 죄인입니다 죄인입니다,0
5712231,아직도 이 드라마는 내 인생의 최고,1
4726746,패션에 대한 열정 안 나 윈투어,1
7203432,키이라 나이틀리가 연기하고자 했던 건 대체 정신장애일까 틱장애일까,0
112724,허허 원 작가 정신 나간 유령이라 재미있겠네요,1
1105872,포스터는 있어 보이는데 관객은 명이네,0
4805788,이 영화가 왜 이렇게 저평가 받는지 모르겠다,1
9336496,단순하면서 은은한 매력의 영화,1
9994900,다 아르바이트생인가 내용도 없고 무서운 거도 없고 웃긴 거도 하나도 없음 완전 별 싱거운 영화 영내ㅇ시간 너무 아까움 정말 낚임,0
6760577,오게 두어라 서린 한이 굶주렸다,1
3440864,정말 맘에 들어요 그래서 또 보고 싶은데 또 보는 방법이 없네 ㅜㅡ,1
8548510,윤제문이라는 멋진 배우를 발견하게 됐어요 소소한 일탈이 잔잔한 미소를 머금게 합니다 음악은 조금 아쉽네요ㅠㅠ 점 주고 싶은데 평점 올리고 싶어 점 줄게요,1
7719892,평점에 속지 마시길 시간 낭비 돈 낭비임,0
9440670,리얼리티가 뛰어나긴 한데 큰 공감은 안 간다 이민기 캐릭터는 정신의학상 분노조절장애 초기 증상일 거다 툭하면 사람 패고 욕하고 물건 파손하고 조금 오버였음 극 초반엔 신선했는데 가면 갈수록 이민기 정신 상태 공감불가,0
7991636,마이너스는 왜 없냐 ㅋ 뮤비 보고 영화 수준 딱 알만하더군 ㅉㅉ 북한에서 이런 거 만들라고 돈 대주던,0
4679407,난 우리 영화를 사랑합니다,0
9837767,데너 리스 타르 가트엔 나도 용의 주인이 되고 싶다 누이랑 근친상간이나 하고 다닐지라도 소설 속에선 제일 멋진 놈이 하이메 라니 스타였는데 드라마 속에선 드래건 용이 제일 멋지네 웃음 감독님 토르 다크 월드는 말아 잡수셨을지라도 기본 선방은 했음,1
9063648,영화가 사람의 영혼을 어루만져 줄 수도 있군요 거친 세상사를 잠시 잊고 동화 같은 영화에 행복했네요,1
8272095,야 세르게이 작은 고추의 매운맛을 보여주마 포퐁저그 통진 호가 간다,0
2345905,이렇게 가슴 시리게 본 드라마가 또 있을까 감동 그 자체,1
7865630,난 또 저 꼬마 애가 무슨 원한이 깊길래 했더니 그냥 혼자 나대다 걸 어쩌라고,0
7207064,재미있어요,1
5719655,전 좋아요,1
1651126,최고,0
7246040,너무 충격적이었다 기분을 완전히 푹 꺼지게 하는 느낌 활력이라고는 하나도 없는 너무나도 무거운 지독하고 차갑고 무자비하다 그저 일본인들의 상상력은 정말 대단한 거 같다는 생각이 든다,1
717775,심심한 영화,0
8317483,백봉기 언제나 오나요,1
1031725,보는 내내 그대로 들어맞는 예측 카리스마 없는 악역,0
3993146,불알이 나와서 당황 아무튼 영화가 중간에 끝나는 느낌,0
2196616,평범함 속에 녹아든 평범한 일상 조금 밋밋한 게 흠,0
8203798,보던 거라 계속 보고 있는데 전개도 느리고 주인공인 은희는 한두 컷 나오면서 소극적인 모습에 짜증이 ㅜㅜ 맨날 언제 끝나나 기대만 하고 있어요 전개 좀 빨리빨리 ㅜㅜ,0
2332588,사랑하고 싶게 하는 가슴속 온 감정을 헤집어놓는 영화예요 정말 최고,1
10084753,많은 사람들이 이 다큐를 보고 우리나라 슬픈 현대사의 한 단면에 대해 깊이 생각하고 사죄하고 바로잡기 위해 노력했으면 합니다 말로만 듣던 보도연맹 그 민간인 학살이 이 정도 일 줄이야 이건 명백한 살인입니다 살인자들은 다 어디 있나요,1
8518645,예전 작품 캐릭터 에피소드 재탕 삼탕 사골 우려먹듯 우리고 내용은 산으로 가고 시청률은 아예 안 나오고 이제 해 중반인데 부작이라니,0
7956793,김남길의 백 점짜리 연기력과 초반 몰입도에도 불구하고 지루하고 손예진 ㅈㅈ,0
3996917,재밌네 비슷한 영화를 안 보신 분들한테는 재미있을 듯,1
8128006,노래 실력으로 뽑는 게 맞냐 박시환이 나가면 진짜 망신이다,0
2192046,아 일본 영화 다 이런 건가 유치하다,0
7250961,이틀 만에 다 봤어요 재밌어요 근데 차 안에 물건 넣어 조작하려고 하면 차 안이 열려있다든지 집 안이 활짝 열려서 아무나 들어간다던가 문자를 조작하려고 하면 비번이 안 걸려있고 ㅋㅋㅋ 그런 건 억지스러웠는데 그래도 내용 자체는 좋았어요,1
5679106,졸작,0
9179128,재밌네요 달팽이가 빨라서 더 재밌었어요,1
9048450,어설픈 전개 어이없는 결말,0
8387244,부패한 로마노프 왕조를 기리는 뭣 같은 영화 온몸으로 항거했던 러시아 민중들이 그저 폭도냐,0
9803156,내용 전개는 무난한 편이였고 잘 보았습니다,1
2135015,매우 실망,0
7884025,한국 영화 흥행코드 갈등 갈등 계속 갈등 화해 감동 평점 점 남발 흥행 뻔하지 뭐,0
9801316,아햏햏 아햏햏 아햏햏,1
2009382,뭐냐 시작하고 분만에 나왔다 리플릿 사진 보며 불안하더니만,0
10112591,단연 최고라고 할 수 있지,1
7280935,감독이 럼 먹고 영화를 만들었나 보다 관객에게 뭘 말하는지도 모르겠고 엉망진창 개진상이다,0
5971506,이건 뭐냐 우뢰매냐,0
9875922,정말 쓰레기 영화입니다,0
9850710,진정 위대한 영화 최고임,1
1927486,별로였다,0
5023820,내일이 기대되는,1
1859380,근데 조미가 막문위 좋아한 건가요,1
1635552,ㅋㅋㅋ 진짜 골깜ㅋㅋ 눈 부라릴 때 쓰러짐ㅋㅋ,1
7852366,성룡 영화 중 최악인 듯 ㅋㅋ,0
9480003,골때리네ㅋㅋㅋㅋ 걸스데이 이혜리 잘 되라,1
1797212,서기가 이뻐서,1
6374262,정말 재밌어요 ᄏᄏᄏᄏᄏ백인 공주 귀여움ᄏᄏᄏᄏᄏᄏ,1
1607129,인상적인 영화였다,1
8763660,어니스트와 셀레스티 정말 강추에요 정말 재밌습니다,1
9361974,재미있는 영화입니다,1
7928957,클라라 보려고 화신 돈 거 아닌데,0
10250221,진짜 보면서 너무 슬펐던 영화다,1
6122458,설정이 재밌고 새로운 에피소드 내에서 메인 스토리도 차차 나오는 게 재밌음,1
10044377,신카이 마코토의 작화와 미유와 하나하나가 연기를 잘해줘서 더대 박이었다,1
6158844,재미없음 진심 이 훨 나 캐스팅도 못한 듯,0
1723799,잔잔한 게 생각보다 볼만한 영화인 거 같습니다 ㅋ,1
10273782,감독님들 고은님 쓰면 영화 안 봅니다,0
1666795,무섭지도 않았고 스토리도 ㅡㅡ,0
4866815,영화 속 억지스럽고 노골적인 술 광고를 좀 은은하고 센스 있게 했으면 어땠을까,0
7747745,킬링타임,0
8213218,크리스마스 하면 떠오르는 영화,1
8659712,재미있게 봤습니다 매력적인 행복이네요 ㅎㅎㅎ,1
1204710,음악에 완전히 빠져서 볼 수 있었던 영화 좀 산만하긴 하던데,1
3926204,태어나서 처음으로 영화보다 중간에 나왔습니다 불륜이 로맨스냐,0
2304429,왕짜증 아주 전개를 짬뽕으로 믹스했구나 음향만 무섭게 하네 하아,0
9685228,솔직히 난 별로더라 시간 낭비 느낌,0
7115568,대박,1
6205383,시청률 기준이 되는 패널가구들 머 하는 거지 명작 드라마 다 망치네 ㅡㅡ 내가 다 서운하다,1
85848,내용이 이상해,0
8741214,몬스터 주식회사 재밌게 봤다,1
7785809,내용 전개가 너무나 느리다,0
9757434,소재는 흥미를 끌지만 이야기 전개가 투박해서 몰입이 안 되는군,0
9753792,절대 보지 마라 쓰레기 영화,0
7520154,중국인 특유의 과장 허풍 있어 보이려고 안간힘 쓴 노력은 가상하나 고증과 현실감 떨어지는 설정이 거북스럽다 도대체 그들은 왜 이렇게까지 스스로를 과대포장하는 것인지,0
8902582,그냥 불법체류자 때려잡는 영화면 좋았을 텐데 무슨 우상화를 만든다고 미국의 따뜻한 설정이건 뭐야,0
9578691,년의 삶 속에 주인공의 생애가 전부 드러난 듯하다,1
7469033,별 점점 가자,1
3914806,별로다,0
10212945,본지 꽤 지난 후에 남기지만 재미있었음,1
9893434,아니 이게 왜 점대일까,0
9615602,년이 지나 다시 보게 된 영화 다시 봐도 그 순수한 사랑에 감동 ㅠㅠ 숀 펜의 연기 또한,1
10138538,올레에 공짜로 있길래 봤음 ㅋㅋ 헐 스토리가 문제가 아니라 연기자들이 전혀 배역이랑 어울리지 않음 그리고 상대 배우들하고 다 따로 노는 거 같음 이건 연기자들도 문제 있음 보아는 진심 완전 별로임 라미란하고 아들이 젤 볼만했음,0
6139250,너무 욕심이 많았던 영화 어느 한 쪽만이라도 제대로 보여줬다면,0
6738759,아 빵점,0
10108387,네댓이 말을 아주 잘 써놨네,1
5678216,아주 모자라진 않다,0
8470143,영화 도둑들이나 뫼비우스 하고 같은 나라에서 만들어졌다는 게 믿어지냐,0
6565615,온몸이 찌릿 짜릿 나도 용기를 가져야지,1
7838658,정말 재미있고 교훈적인 영화이네요,1
3526263,당시의 상황과 주제를 주입식이 아닌 긴장감 있고 재밌게 전하는 작품,1
625839,케이블에서 그만 나와줬으면,0
6153764,다르덴이냐리투차이밍량이 하나도 안 섞인 채 짬뽕 그릇에 담겨있다,0
9179457,여군 잼 없음 뭐 하는 건지 ㅡㅡ잼없음 엠비시 다 재미없음 질린 다이제,0
3685947,좋구나,1
8747603,한석규 김혜수 연기만 돋보인 영화 어딘지 모르게 많이 어설픈 영화,0
9153275,솔직히 에볼라바이러스가 떠들썩해서 보게 된 영화인데 작품성이나 어떤 면에서도 여 년 전 영화라고 보기엔 믿기 힘들 정도로 정말 잘 만들었다고 본다 마지막 후반부가 살짝 아쉽긴 하지만 이 정도면 수작이라고 본다 시간이 아깝지 않은 영화,1
2850477,볼만해,0
8513072,재미있다고 허풍 떨지 마세요,0
8546726,용가리 진짜 짱짱 맨유다ㅋ,0
8674440,이 영화를 이제서야 보다니 감히 내 인생 최고의 영화 중 하나로 꼽을 수 있을만한 작품 어떻게 살아야 할지 나를 위한 고민을 한 번 더 하게 되는 시간 그리고 모건 프리먼은 나이가 들어도 여전히 섹시하다,1
6842532,작가가 별로 다 내용이 진짜별로 임 맨날 그냥 기대하고 재방송하면 혹시나 하고 봐줘도 답 없다 진짜,0
9106604,명작도 이런 명작이 있을까 싶다 보고 또 봐도 여운이 남는 영화,1
10261336,아 진짜 조금만 더 손 좀 보면 웬만한 상업 영화 못지않게 퀄리티 쩔게 만들어 질 수 있었는데 아쉽네요 그래도 충분히 재미있었습니다 개인적으로 조금만 더 잔인하게 더 자극적으로 노출 신도 화끈하게 했더라면 어땠을까 하는 국산 영화라 많이 아낀 듯 보임,1
8518274,그만 좀 끌고 이제 끝내라 지겹다 지겨워,0
7348295,아,0
5882876,역시 해 드 니로의 연기는 일품 나도 맥스가 샘을 죽이길 바랐다,1
8472176,나름 괜찮은 작품입니다,1
4446905,너무 좋은 영화,1
6252170,정말 실망스러웠음,0
8777723,배우들은 지네들 안 뜨니까 이런 영화 찍을 건데 왜 안 뜨는지 진짜 모르는 거야 면상 딱 보면 알겠구먼 왜 지네 자신들은 모를까,0
8670820,어린이가 좋아할 듯 내 어릴 적 동심은 멀리 떠났나 보다,0
3384269,무술인이 왜 총을 드나,0
7781028,점,1
9890330,크리스토퍼 왈츠와 타란티노의 조합이란 ㅠㅠ,1
8660428,한국에선 유명한 편은 아니지만 외국에선 상상초월한 유명한 영화입니다,1
10212029,오랜만에 재밌는 영화 봤네요,1
8575963,종방되어 아쉬워요 오늘 막방도 잘 봤어요 방송대본이 꽤 완성도 있다는 느낌 받았고요 요즘 드라마들의 막장에 지쳐있었는데 수박 향은 정말 바른 드라마였던 듯해요 악역들도 그리 심하게 어이없지도 않았고요 파이팅,1
7033414,평점 조절 위원회에서 나왔습니다 웃음 김혜선은 내일이 오면의 김순정 순정이 역할이 제일이다 팜 파탈로써 그 정도까지 잘 해낼 줄은 정말 의외였어연 개년 한 사람에게 요즘 사극에서 벌어지고 있는 그녀에 대한 연기 논란은 왠지 코미디의 한 장면 같음 웃음,0
10122280,영화 끝나갈 때쯤에 멍하다가 다 보고 나면 한마디 나올 거임 ㅈ같다,1
8062501,공유 존잘ㅎㅎㅎ,1
2937929,상쾌 발랄한 영화다 말하기 껄끄러운 성이란 소재를 유쾌하게 해설했다,1
4777325,소파에 죽치고 앉아 지켜볼 이유가 없는 작품,0
7047706,로큰롤,1
7263316,주된 타깃이 어린이니 일반적인 논리가 통하지 않는 건 알겠다 하지만 게임은 흥미롭지 않고 요원이라는 주인공이 너무 무능력해서 별로 재미없다 배경도 거슬린다,0
9297500,뮤지컬 영화인데 사운드 녹음 엉망 남주는 춤도 못 추고 내용은 뻔할 뻔 주인공들 목소리도 너무 안 어울리고 어제에서 뛰어나가려다 참았습니다 진심 말리고 싶습니다 영국의 저예산 용 영화뮤지컬 영화 아닙니다 맘마미아 도 안됨,0
3234156,어린 나이에 봤음에도 꽤나 좋아했던 로맨틱 코미디,1
6245450,게이물인 줄 모르고 봤네,0
5249559,알 바는 꺼져라,0
8570013,이 영화 머야 내가 왜 받아 봤을까 그것이 알고 싶다의 영화는 배우들과 스텝들이 감독의 꼭두각시였음,0
8880577,대라니 최악,0
6197121,정말 아름다운 영화입니다,1
9169160,자극적인 것에 익숙해진 현대인이 봐도 눈을 떼기 힘든 연출력,1
10066840,뻑뻑 잘 읽어볼 걸 나도 당했음,1
8681070,정말 짜증의 극치를 보여주는 영화 굉장히 언밸런스한 느낌 뚱뚱하고 못생긴 남자애의 발연기를 시종일관 봐야 하는 게 고역인 듯 간간이 흘러나오는 잔잔한 클래식풍의 음악조차도 듣기 싫어 짜증 날 정도로 상당히 싫은 영화,0
6077668,감동 감동ㅜㅜ 정말 최고네요,1
6555618,별점 주기도 아깝네요 얼마나 내용이 진부한지 욕 밖에 안 나오네요 보고 재밌다고 하는 사람 초등학생들인가요 죄송해요 너무 화가 나서 아무것도 볼 게 없습니다 보지 마세요 그냥 디비 판짜 집기 한거 같네요,0
4989285,나 웬만해서 짜증 안 내는데,0
1711932,돼지 피 먹고 닭 목 따는 장면에선 우웩 역시 무당은 아무나 하는 게 아니다,0
1870395,버려,0
9829888,유치하고 지루하고 잠이 왔다,0
8333987,유풍 판타지 점만 가져가,0
8126489,윤종신 복귀는 좋았지만 이 하늘은 도대체 왜 뽑혔는지 알 수가 없다 참가자 실력을 따지기 전에 심사위원 인격과 실력부터 쌓고 오시길 어하 어허 그만 좀 하고요,0
81637,광장 한 작품 옛날 것도 보고 싶다,1
23929,내 생의 최고의 영화,1
6663588,어린 시절 너무 무섭고 재미있게 봤던 추억의 판타지 영화 절대 나쁜 짓은 금물 지옥 가요,1
5503928,기존 멜로 영화 형식을 탈피하려고 하였으나 감정의 절제가 지나쳐 너무 담백한 영화,0
6344106,난 사랑비 서준에게 쏙 빠져버렸네 초만에 쏙ㅋㅋ난 절대 잊지도 않고 후회도 안 할 거야,1
10149152,이 영화를 보니까 교훈을 주네요 나도 남은 인생을 화려하게 살아야겠다 말밖에 안 나오네요,1
9295404,나름 추억에 젖어들고 좋았음ㅋㅋ아무생각없이 가볍게 보고 오기 추천요,1
9603725,단순한 싸이 코물을 벗어난,1
9163009,이게 연도에 만들어진 건가요 아니면 예전에 만든 거 다시 개봉한 건가요ㅠ너무 허접해요 ㅠ,0
9418231,너무 사랑스러운 영화다 ㅠㅠ 보고 연이어 봤다 너무 귀여워 ㅠㅠ,1
9687122,청춘 영화만이 줄 수 있는 감성이 넘쳐난다 이 순간 지나가면 다시 돌아오지 않을 테지만 그 순간만큼은 무한할 젊음이 줄 수 있는 그런 감성,1
4038387,용 건담 시리즈 중에서 아직까지도 최고봉,1
8913715,개콘은 요즘 갈수록 코너들이 다로 잼이고 웃음이 안 난다,0
7927383,사다코의 한이 서린 우물 펀치ㅜㅜ 감동,1
8508764,후세와 사랑하게 된 결정적 계기 그 시간이 표현되지 않았으며 사람의 생명을 빼앗아야만 하는 이유 등을 시노가 출현하는 연극으로 더 알려주었으면 하는 생각이 든다 또한 시노가 얼마나 본능을 절제이면서 시랑을 하려고 노력하는지를 더 보여줬다면 좋았을뻔했다,0
3403149,새벽시간에 하는 일본 영화들은 전부 개 졸작이다 일본 영화 원래 다 이래,0
1119950,강수연의 나가있어 그리고 최정원의 신 음식,0
6976560,아 정말 김혜성 너무 예쁘네요 이현진도 웃는 거 정말 하,1
4817061,가발 쓰고 싶다,0
1025241,화려한 여정이 인상 깊어요 ᄏᄏ재밌어요 ᄏᄏ배두나 연기 정말 잘해요 ᄏ,1
2922082,대들을 위한 성적 호기심 영화,0
5444748,감동적인 영화,1
9363921,이건 말이 필요 없다 그냥 닥치고 봐라,1
2361255,각기 다른 사람들의 재밌고 멋진 사랑 영화,1
2385954,역시 미국 드라마의 파워 정말 알 수 없는 그 미묘함까지 사로잡아버렸다 최고,1
5686473,너무너무 훈훈하네요,1
7227535,이거 응답하라에서 은지원 원도 스스로 욕하지 않았나 ㅋㅋㅋㅋ,0
1508152,아 너무 웃기고 배꼽 빠질뻔했네 내 컴퓨터에 이 영화 있는데,1
3943125,구성이 상당히 부실한 영화 역시 네이버 평점은 믿을 수 없다,0
1922525,장 끌로드의 몰락을 가져온 오우삼 할리우드 작품 중 가장 재미없었던 졸작,0
9039778,언제 적 영웅본색 연출인지 현실성 제로인 영화,0
7805059,작은 거 하나에도 설렜던 학창시절 그때 그 느낌을 다시 느껴볼 수 있는 시간이었다 장면 하나하나 대사 하나하나 배경음악 하나하나 버릴 게 없는 드라마,1
9324383,진심 재미없는데 너무 평점 높아서 화남,0
9150201,더럽게 재미없다 어떤 형태로도 와닿지 않는 허무하고 완벽히 지루한 영화 고 영양가 하나도 없는 영화다,0
7473724,이승기 정말 연기 잘하는 조연들도 연기 정말 잘하고,1
7573034,현실은 꿈 꿈은 현실,1
4550192,오늘 현충일 특집 프로로 보게 되었습니다 연도의 매우 훌륭한 작품입니다,1
1347002,판의 미로와 동급,0
6590993,제대하고 보니까 더 재밌네요 ㅋㅋㅋㅋ,1
6580205,영화를 보는 것만으로도 마음의 휴가를 다녀온 느낌 소박하지고 잔잔하지만 지루하지 않은 그래서 다시 보고 싶은 영화 햇살 가득한 비이의 부엌과 요리도 인상적,1
9666256,코믹한 건 좋았는데 짜임새가 너무 허술하다,0
9967162,년 그때 당시에는 우리나라에 이런 판타지 로맨스가 없었다 아직도 신현준의 황 장군 연기는 음 괜찮네 ㅎㅎ한석규의 전성시대가 열린 영화 이때 한석규한테 뿅 갔었다,1
5304583,일단 재생하면 괴물 같은 서스펜스 귀신같은 흡입력,1
8309459,아 진짜 댓글 보고 한 번쯤 볼만한 영화인 거 같아서 봤지만 기가 찬다 이게 무슨 버킷리스트인가 죽기 직전에 소원 들어주기 내가 보기엔 죽기 직전에 막 살자 인 거 같다 감동도 없고 진짜 버킷리스트 란 영화에 발톱에 때만큼도 못 따라가는 쓰레기 영화 완존 실망,0
8010423,이 시간 좀 밝고 긍정적인 드라마 보고 싶어서 보긴 보는데 오버하는 연기들이 거슬리네요 연기인 게 너무 표나 조홍 혜정 역이 그나마도 훈련기도 하고 시원하고 나 머진다들 답답하네요 낼 월요일인데 해피한 것만 보고 싶네요,0
7712668,정치인의 모순인가 정치범의 모순인가,0
5923805,어떻게 이런 상상을 대단하다,1
5613442,좀 어렵기도 하고 전쟁에 대한 묘사가 잘 모르겠다,0
4193028,일본에서 주년 극장판 만드는데 우리나라에선 주년으로 재개봉하니 이건 좀 ㅄ 아님,0
9103654,한대희가 개그콘서트 본다고 내전화 끊음 개그콘서트 없애주세요 ㅡㅡ,0
9737474,한물 간 동서양 두 배우의 싸움판,0
8711262,푸하하하 이거 기대 안 했지만 역시나 구만ㅋ,0
4437265,세계 최초의 반공 애니메이션이라는 역사적 가치가 있다,1
36087,감각적인 시각으로 바라보는 색다른 느낌의 사랑문학적이,1
10114923,엄마는 무고한 지 딸을 감옥살이 시켜시켜 이해 안 돼요,0
3988502,이 영화는 제발 책을 보세요 감독이 미친 겁니다 이따위로 만들어놓고 화가 날 정도 ㅡㅡ,0
512688,신나는 흑인음악과 아이스 큐브뿐 남는 게 없다,0
10010968,더럽게 재미없네 시간이 돈이다 내 시간은 어쩔 건데,0
3265565,그저 한마디뿐 알리시아,1
8890254,진짜 생생하게 느낄 수 있었다,1
9119967,재밌는데 평점이 이상하다 싶을 정도로 낮다,1
7435669,옥소리 프로필 사진에 점 남기고 갑니다 ᄏᄏᄏᄏᄏᄏᄏᄏᄏᄏᄏᄏᄏᄏ 정말 대박이다 진짜 아우 짜증 나,0
7603466,드라마 너무 재밓당,1
8055931,아 진짜 너무 좋아요ㅜㅜ짱짱,1
2182684,연기 굿,1
8154957,이런 영화 다시는 안 나오겠지 그때 시절을 잘 나타내주었던 거 같아요 ㅎㅎ,1
3545895,중간 정도부터 봤는데도 꽤나 대단하군요,1
9414462,콩은 까야 제맛 콩은 까야 제맛,0
6291727,이적의 소설 재미없다,0
3427286,액션 영화가 아니다 범죄 누아르 영화다 하나 범죄 누아르 영화로서도 실패작,0
1207277,뭔가 알 수 없는 매력에 빠져드는 영화,1
8670966,모녀를 토막살해한 살인자가 부성애라니 말이 되나 감동받은 사람들 본인들이 피해자가 돼도 감동받았다고 할 수 있을까 진심 묻고 싶습니다,0
6871120,재밌는데 평점이 왜 이렇게 구리지,1
5124760,아 기 이걸 본 내 눈이 아깝다 ㅡㅡ 진짜 아놔 진짜 그 명작이네요,0
6931068,필름값이 아깝다 재미 더럽게 없다 점부터 점수 준거들 매미,0
1618314,또 보고 싶은데 어디서 보죠,1
4289323,영화 재미있지만 ㅎㅎ,1
8381652,남주인공 연기력 안습이네요 혀 짧은 소리 듣기도 너무 힘들었네요 매니저 역할 분이 남주인공 하는 게 훨씬 좋았겠다는 생각이 들 정도 영화 자체는 적당히 볼 만합니다,0
8557261,점이 딱 액션 스릴러인데 액션과 스릴이 없다,0
3187395,완전 스토리도 엉망이고 완전 비추ㅜ,0
10274403,영화 뭘 전달하려는지 모르겠네 오글거리고,0
2523528,좋은 영화,1
7041870,더빙이 이상해요 할머니는 원래 익숙한 ㄷㅔ,0
9268003,이게 편이 나왔어,0
917164,모든 게 씩 다 부족했다 아니 씩,0
1595727,정말 말 그대로 쇼하는 영화,0
10079284,년 전에 봐서 기억이 나질 않지만 전개가 천 카이거 감독 이름 석자는 기억해 두었던,1
9077483,정은지 언니 연기 잘하고 노래도 잘 부르시고 마지막 회 웃으면서 즐겁게 봤습니다 트로트의 연인,1
1724444,이게 웃겨,0
7124022,망함,0
6409443,아이의 시선으로 보는 전쟁 보는 내내 가슴이 먹먹했다는,1
10243387,사람들이 재미없다고 해서 레알 기대 안 했는데 생각보다 볼만함 근데 여자애랑 복순이랑 다투는 장면 그건 굳이 없어도 됐다고 생각함 몰입도 겁나 없애고 어색해 보였음,0
2577310,설정이 연속극 같은 느낌이 든다 하지만 배우들의 연기가 뛰어나다,1
4523923,여주인공 인터뷰할 때 지루해 죽는 줄 알았음 ㅡㅡ 그냥저냥 킬링타임용 스릴러,0
7862272,전미 박스 오피스 위 ㅋㅋ 그냥 몰아주기 하는 건가 어떻게 이런 영화가 위를 하지 옛날 연대 우뢰매 수준의 물 폭탄 싸움이네 ㅋㅋ 손에서 빔 나가나 손에서 물 폭탄 나가나 다를 게 뭐지,0
